MID|MERCHANT_DBA_NAME|MSO|SOURCE_CODE|WILAYAH|CHANNEL|TAHUN|BULAN
211145099|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145107|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145115|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145123|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145131|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145149|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145156|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145164|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145172|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145180|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145198|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145206|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145214|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145222|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145230|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145248|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145255|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145263|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145271|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145289|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145297|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145305|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145313|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145321|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145339|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145347|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145354|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145362|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145370|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145388|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145396|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145404|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145412|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145420|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145438|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145446|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145453|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145461|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145479|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145487|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145495|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145503|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145511|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145529|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145537|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145545|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145552|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145560|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145578|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145586|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145594|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145602|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145610|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145628|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145636|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145644|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145651|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145669|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145677|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145685|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145693|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145701|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145719|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145727|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145735|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145743|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145750|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145768|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145776|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145784|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145792|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145800|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145818|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145826|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145834|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145842|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145859|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145867|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145875|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145883|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145891|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145909|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145917|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145925|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145933|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145941|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145958|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145966|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145974|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145982|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211145990|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146006|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146014|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146022|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146030|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146048|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146055|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146063|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146071|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146089|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146097|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146105|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146113|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146121|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146139|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146147|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146154|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146162|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146170|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146188|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146196|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146204|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146212|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146220|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146238|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146246|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146253|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146261|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146279|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146287|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146295|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146303|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146311|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146329|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146337|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146345|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146352|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146360|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146378|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146386|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146394|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146402|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146410|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146428|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146436|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146444|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146451|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146469|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146477|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146485|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146493|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146501|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146519|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146527|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146535|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146543|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146550|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146568|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146576|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146584|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146592|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146600|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146618|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146626|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146634|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146642|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146659|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146667|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146675|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146683|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146691|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146709|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146717|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146725|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146733|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146741|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146758|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146766|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146774|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146782|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146790|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146808|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146816|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146824|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146832|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146840|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146857|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146865|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146873|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146881|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146899|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146907|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146915|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146923|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146931|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146949|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146956|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146964|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146972|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146980|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211146998|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147004|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147012|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147020|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147038|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147046|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147053|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147061|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147079|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147087|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147095|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147103|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147111|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147129|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147137|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147145|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147152|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147160|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147178|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147186|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147194|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147202|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147210|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147228|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147236|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147244|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147251|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147269|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147277|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147285|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147293|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147301|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147319|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147327|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147335|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147343|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147350|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147368|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147376|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147384|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147392|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147400|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147418|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147426|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147434|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147442|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147459|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147467|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147475|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147483|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147491|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
211147509|STOCK MID INSTAN USAGE 20|   |                  |WMO|SUPPORT|2019|5
212091433|PARKIR PATRA UNINDRA     |   |                  |WJK|SUPPORT|2019|1
212091458|BCA TAMAN KENCANA        |   |I1X1NM000000000000|WJK|SUPPORT|2019|1
212091532|ALFAMART TE04 PX PAVILION|   |P1Y1RR003984081MR2|WJK|SUPPORT|2019|1
212092068|STOK MID INSTAN USAGE 250|   |                  |WJK|SUPPORT|2019|1
212092340|IBOX CIPUTRA MALL        |   |B3Y1RQ003943172MR2|WJK|SUPPORT|2019|2
212092365|TOP UP HANDLING COMPLAIN |000|O3Z1RQ003984076MR2|WJK|SUPPORT|2019|2
212092373|JJF TRAVELOKA            |000|O3Z1RQ003984022MR2|WJK|SUPPORT|2019|2
212092381|MERCHANDISE JIEXPO       |000|O3Z1RQ003984076MR2|WJK|SUPPORT|2019|2
212092399|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092407|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092415|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092423|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092431|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092449|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092597|ROADSHOW IBOX CIPUTRA MAL|000|B3Y1RQ003943172MR2|WJK|SUPPORT|2019|2
212092605|TS EVENT GALAXY S10      |000|B3Y3RQ003984130MR2|WJK|SUPPORT|2019|2
212092613|IBOXING WEEK 2019        |   |B3Y1RQ003943172MR2|WJK|SUPPORT|2019|2
212092639|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092647|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092654|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092662|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092670|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092688|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092696|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092704|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092712|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092720|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212092738|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093116|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093124|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093132|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093140|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093157|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093165|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093173|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093181|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093199|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093207|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093215|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093223|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093231|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093249|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093256|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093264|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093272|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093330|DELICO JIEXPO            |   |B3Y3RQ003943076MR2|WJK|SUPPORT|2019|2
212093405|SINJAYA 4 MBL            |L94|B1X2ML940000172MOU|WJK|SUPPORT|2019|2
212093462|ZESA INDONESIA           |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093470|DUKI BATIK               |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093488|KANINI JEWELRY           |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093496|NONA.IND                 |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093504|BATIK FIEF               |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093512|MYTHOS ETNIK             |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093520|BATIK WIJAYA KUSUMA      |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093538|SHEIS CO.                |   |B3Y3RQ003943001MR2|WJK|SUPPORT|2019|2
212093546|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093553|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093561|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093579|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093587|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093694|IBOX PRJ 2019            |   |B3Y1RQ003943172MR2|WJK|SUPPORT|2019|2
212093744|STOK MID INSTAN USAGE 290|   |                  |WJK|SUPPORT|2019|2
212093777|TELESINDO SHOP PRJ 2019  |000|B3Y3RQ003984130MR2|WJK|SUPPORT|2019|2
212093876|MEGAFONE-JFK (PRJ) EXB   |   |                  |WJK|SUPPORT|2019|2
212093934|BEST DENKI PAMERAN       |   |BIYIRQ003888063MR2|WJK|SUPPORT|2019|2
212094254|ALFAMART JA98 BINAHUSADA |000|P1Y1RR003984081MR2|WJK|SUPPORT|2019|1
212094262|PARKIR CENTRE PARK 154   |   |I1X1NM000000000000|WJK|SUPPORT|2019|1
212094270|PARKIR CENTRE PARK 155   |   |I1Y1NM000000000000|WJK|SUPPORT|2019|1
212094288|PARKIR CENTRE PARK 156   |   |I1Y1NM000000000000|WJK|SUPPORT|2019|1
212094296|PARKIR CENTRE PARK 159   |   |I1Y1NM000000000000|WJK|SUPPORT|2019|1
212100051|IDM F7HX-SPBU SHELL PLUMP|000|K1Y1RQ003627001MR2|WJK|SUPPORT|2019|2
212100069|IDM TYCP-ALTIRA BUSINESS |000|K1Y1RQ003627001MR2|WJK|SUPPORT|2019|2
212105159|ALFAMART JA85 TUGU PERMAI|000|P1Y1RR003984081MR2|WJK|SUPPORT|2019|3
212110241|MARCHE RESTAURANT 1 MBL  |L94|B1X2DL940000397MOU|WJK|SUPPORT|2019|3
212110365|GATE JAKCLOTH 2019       |   |I1Y1NM000000000000|WJK|SUPPORT|2019|5
212110530|PARKIR CENTRE PARK 195   |   |I1Y1NM000000000000|WJK|SUPPORT|2019|4
